url,vin,lot_number,auction,country,sale_branch,seller,auction_date,vehicle_type,year,make,model,color,bodytype,drive,fuel,engine,transmission,images
https://144.202.14.57/lot/143179527-2021-toyota-rav4-xle-p-4t3b6rfvxmu047407,4T3B6RFVXMU047407,#72597134,Copart,United States,Ca - Hayward,-,2024-10-01,Automobile,2021,Toyota,Rav4 Xle P,Turquoise,-,All Wheel Drive,Hybrid Engine,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-046c06a762134638b739cbb4f95bda9c_ful']
https://144.202.14.57/lot/147953326-2020-jeep-grand-cherokee-1c4rjfcg9lc424540,1C4RJFCG9LC424540,#62335974,Copart,United States,Il - Chicago North,-,2024-10-01,Automobile,2020,Jeep,Grand Cherokee,White,-,4x4 W/rear Wheel Drv,Flexiblefuel,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-2e1ad32ba6344978b89d133ebaf575d4_ful']
https://144.202.14.57/lot/144381636-2017-volvo-xc90-t6-yv4a22pk1h1144872,YV4A22PK1H1144872,#63618344,Copart,United States,Al - Birmingham,-,2024-10-01,Automobile,2017,Volvo,Xc90 T6,Blue,4dr Sport Utility,All Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0724-68339ace19c64903b32050282f1e8cc0_ful']
https://144.202.14.57/lot/148373396-2006-dodge-ram-1500-s-1d7ha16k96j208711,1D7HA16K96J208711,#69337384,Copart,United States,Fl - Jacksonville North,-,2024-10-02,Automobile,2006,Dodge,Ram 1500 S,Red,-,Rear Wheel Drive,Gas,3.7 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-698aecee21454f9194012a49c51ef88f_ful']
https://144.202.14.57/lot/142943396-2018-toyota-camry-l-4t1b11hk3ju504176,4T1B11HK3JU504176,#69334924,Copart,United States,Il - Chicago North,-,2024-10-01,Automobile,2018,Toyota,Camry L,Silver,-,Front Wheel Drive,Gas,2.5 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-3ec82747a7fb4c239f63c1824c9148e2_ful']
https://144.202.14.57/lot/147639896-2016-ford-focus-se-1fadp3f21gl365793,1FADP3F21GL365793,#69893674,Copart,United States,Nm - Albuquerque,-,2024-10-03,Automobile,2016,Ford,Focus Se,White,Sedan 4dr,Front Wheel Drive,Gas,2.0 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0824-a606d46bb6c44aa48db40b45a6cc7e18_ful']
https://144.202.14.57/lot/144002527-2012-jaguar-xjl-supers-sajwa2jc9cmv31756,SAJWA2JC9CMV31756,#72520044,Copart,United States,Tx - Ft. Worth,-,2024-10-01,Automobile,2012,Jaguar,Xjl Supers,Black,-,Rear Wheel Drive,Gas,5.0 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-eb8bedd730ec4240ac6727737e01aa52_ful']
https://144.202.14.57/lot/144358685-2021-toyota-corolla-le-jtdvpmae4mj133833,JTDVPMAE4MJ133833,#58685344,Copart,United States,Il - Chicago South,Insurance company,2024-10-02,Automobile,2021,Toyota,Corolla Le,Black,-,Front Wheel Drive,Gas,1.8 L 4 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-d63add1d8cc84d4b9680627a3239b001_ful']
https://144.202.14.57/lot/147640996-2016-subaru-wrx-limite-jf1va1j67g9827159,JF1VA1J67G9827159,#69904674,Copart,United States,Az - Phoenix,-,2024-10-02,Automobile,2016,Subaru,Wrx Limite,Black,Sedan 4dr,All Wheel Drive,Gas,2.0 L 4 cyl,Manual,['https://ucars.pro/lot/images/copart/lpp-0924-32ac482d3dba40bb810d574369edd35d_ful']
https://144.202.14.57/lot/143256035-2023-audi-a7-prestig-wauv2bf20pn039511,WAUV2BF20PN039511,#53065234,Copart,United States,Ny - Albany,-,2024-10-28,Automobile,2023,Audi,A7 Prestig,White,-,All Wheel Drive,Gas,3.0 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0524-329151920c6248f4893523f51c7c3d6e_ful']
https://144.202.14.57/lot/148083585-2018-chevrolet-impala-lt-2g1105s36j9104081,2G1105S36J9104081,#58538084,Copart,United States,Mo - Columbia,-,2024-10-08,Automobile,2018,Chevrolet,Impala Lt,White,-,Front Wheel Drive,Gas,3.6 L 6 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0624-dab6bc38d4b24d38965dd364f75da6f2_ful']
https://144.202.14.57/lot/144533536-2017-ferrari-488-gtb-zff79ala4h0221421,ZFF79ALA4H0221421,#63533544,Copart,United States,Ut - Salt Lake City,Insurance company,2024-10-04,Automobile,2017,Ferrari,488 Gtb,Black,-,Rear Wheel Drive,Gas,3.9 L 8 cyl,Automatic,['https://ucars.pro/lot/images/copart/lpp-0924-4a7691fa87cb45838d59d1916cb58e08_ful']
